@relation 'gureKDD'
@attribute 'duration' real
@attribute 'service' real
@attribute 'flag' real
@attribute 'src_bytes' real
@attribute 'dst_bytes' real
@attribute 'wrong_fragment' real
@attribute 'urgent' real
@attribute 'hot' real
@attribute 'num_failed_logins' real
@attribute 'num_compromised' real
@attribute 'su_attempted' real
@attribute 'num_root' real
@attribute 'num_file_creations' real
@attribute 'num_shells' real
@attribute 'num_access_files' real
@attribute 'count' real
@attribute 'srv_count' real
@attribute 'dst_host_count' real
@attribute 'dst_host_srv_count' real
@attribute 'class' {'normal', 'anomaly'}
@data
4.097918,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
4.096383,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
111.798287,0,11,0,92,8,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
52.604829,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
53.603281,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
13.012186,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
13.010626,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
52.602393,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
53.662274,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
53.605035,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
52.605880,0,11,0,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
22.537196,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
22.234035,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
22.232074,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
23.258508,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
23.256405,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
52.602006,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
52.603996,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
53.604168,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
53.626886,0,4,0,123,5,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
25.099669,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
25.097885,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
53.606277,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
26.227004,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
26.225065,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
34.013827,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
52.608010,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
34.115340,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
34.118880,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.314042,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
34.124342,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.614746,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.045378,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
52.808017,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
52.619808,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
27.968209,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
27.966389,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.614952,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
53.647955,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
53.672792,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.048208,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
1.640525,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
52.856668,0,11,0,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
6.658267,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
7.683371,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
35.242171,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
35.240542,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
8.707209,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.205308,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.512661,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
52.602854,0,11,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.048512,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
18.644705,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
47.433016,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.307392,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
47.127302,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
47.125861,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
19.674599,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.615298,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
48.150719,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
48.149135,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
20.697869,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
51.122054,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
51.120582,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.205747,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.615646,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
60.236124,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
65.772700,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
65.667767,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
1.025485,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
66.693414,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.309659,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.614664,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
1.024554,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
4.097889,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
69.767022,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
2.049314,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.312866,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.614706,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.299175,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.603913,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
89.156188,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
1.252820,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
1.253392,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
4.202336,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
4.202537,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.999080,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
2.010726,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.273123,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.580449,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.102475,0,11,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.102492,0,11,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.102494,0,11,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
172.054585,0,11,0,814,21,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
13.106060,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
13.106548,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.296679,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.611609,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
1.027643,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
2.048921,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
117.711716,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.408131,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.613061,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
1.024503,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
1.024173,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
3.995655,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
3.995365,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.306589,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.613625,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
13.010956,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
13.010678,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
1.022139,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
2.046663,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.307295,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.614636,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
138.816122,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
21.206716,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
21.206012,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
22.230691,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
22.229991,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
23.972706,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
23.972267,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
25.304300,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
25.303446,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
27.046209,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
27.045750,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.307097,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.614440,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
152.445403,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
34.934906,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
34.934602,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
35.959339,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
35.959159,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
39.032834,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
39.032590,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.307310,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.614689,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
1.026400,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
2.049027,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
47.945857,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
47.945574,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.307371,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.614718,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.307340,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.512239,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.916218,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
1.940883,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.307371,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.615285,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.306274,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.615960,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.922011,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
1.946501,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.204939,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.512302,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anomaly
